"Product ID";"Combination ID";"Indeks produktu";"Nr ref. kombinacji";"Nazwa produktu";"Nazwa kombinacji";Dostawca;Wyświetlany;"Fizyczny stan magazynu";"Zarezerwowana ilość";"Dostępna ilość";"Niski poziom produktów w magazynie";"Wyślij do mnie wiadomość e-mail, gdy ilość jest niższa lub równa temu poziomowi"
487;0;bd4db582-a31c-4687-92b9-7a2adfd8f3eb;N/A;"Nike Sportswear Tech Fleece Reimagined";N/A;N/A;1;10;0;10;0;0
488;0;6b13cefe-8880-45b0-86ea-f362d6f7f94f;N/A;"Nike Air Max 95 Unlocked By You";N/A;N/A;1;8;0;8;0;0
489;0;a94017c5-ac31-4823-bc92-bd3b48e70017;N/A;"Nike Peak";N/A;N/A;1;4;0;4;0;0
490;0;0717cb39-d30c-4366-9316-433cb836f36c;N/A;"Minnesota Timberwolves City Edition";N/A;N/A;1;8;0;8;0;0
491;0;071a76ab-b239-45fc-9e33-ea8d5d411de1;N/A;"Nike Air Penny 2 x Stüssy";N/A;N/A;1;2;0;2;0;0
492;0;0728c350-37f9-4552-b72a-75f07794a8c4;N/A;"Nike Dri-FIT ADV AeroSwift";N/A;N/A;1;5;0;5;0;0
493;0;c762e3d8-31a2-4dbc-aee7-8a855b5f697a;N/A;"Jordan x J Balvin";N/A;N/A;1;9;0;9;0;0
494;0;fbd4d5a9-7903-44f7-b7cb-9cdd6ee23c46;N/A;"Jordan Max Aura 5";N/A;N/A;1;0;0;0;0;1
495;0;c028a216-158d-4f89-bcc3-d4fd85df60b2;N/A;"Air Jordan 1 Low FlyEase";N/A;N/A;1;7;0;7;0;0
496;0;075f198e-3830-48b4-a987-a2c87c74f0c3;N/A;NOCTA;N/A;N/A;1;2;0;2;0;0
497;0;075f5684-cf9f-46a6-a096-5d14a702db1b;N/A;"Nike Zoom Vomero 5";N/A;N/A;1;10;0;10;0;0
498;0;0760fe8b-6c1b-447d-86e6-6b8d92c187f6;N/A;"FC Barcelona Academy Pro Third";N/A;N/A;1;5;0;5;0;0
499;0;0769d4d8-7460-46de-ae93-a19bc0635c79;N/A;"Nike Sportswear Therma-FIT Tech Pack";N/A;N/A;1;1;0;1;0;0
500;0;076b10de-e527-4514-86dc-6812e9058bc3;N/A;"Jordan x Eastside Golf";N/A;N/A;1;1;0;1;0;0
501;0;206c6c86-aabb-4d92-a296-590df8da4a80;N/A;"NikeGrip Vapor Strike";N/A;N/A;1;3;0;3;0;0
502;0;f786c3ed-477d-481c-87dc-024e7ee1b93c;N/A;"Nike Academy Winter Warrior";N/A;N/A;1;1;0;1;0;0
503;0;078a09f5-061e-4353-91f4-79c28964dcc6;N/A;"Paris Saint-Germain";N/A;N/A;1;6;0;6;0;0
504;0;078b5fba-53f4-4db2-9262-9c1c6ad83196;N/A;"Nike Dri-FIT Standard Issue";N/A;N/A;1;10;0;10;0;0
505;0;07989dfc-5c9b-4b98-885b-7f77d2071c07;N/A;"Nike Air Max SYSTM";N/A;N/A;1;6;0;6;0;0
506;0;07afa051-934c-4bae-9ae7-ec53ee475986;N/A;"Nike Sportswear Essentials";N/A;N/A;1;7;0;7;0;0
507;0;07b786fb-aaac-45a6-9f67-5f4ecbe540e4;N/A;"Nike Storm-FIT ADV Utility Speed";N/A;N/A;1;3;0;3;0;0
508;0;07b9cab1-d397-4995-a6a3-5a8439757657;N/A;"Nike Air Max 97";N/A;N/A;1;1;0;1;0;0
509;0;07cd615a-03b4-41f0-9e09-d63f24ae5773;N/A;"Los Angeles Lakers Standard Issue";N/A;N/A;1;8;0;8;0;0
510;0;27b34d6e-2eb2-49e7-a23c-6addbbfedc97;N/A;"Nike Sportswear";N/A;N/A;1;1;0;1;0;0
511;0;07d949d2-4de1-421d-a152-9ee14a1fbb76;N/A;"Paris Saint-Germain";N/A;N/A;1;3;0;3;0;0
512;0;07db2c54-cdfd-473d-ae3e-67fb51bc046e;N/A;"NikeCourt Dri-FIT Slam";N/A;N/A;1;6;0;6;0;0
514;0;07e5f5a2-75b9-4442-8820-066673285061;N/A;"Golden State Warriors Club Fleece City Edition";N/A;N/A;1;4;0;4;0;0
515;0;07e6437e-b665-4fbd-ae1c-1c82abd9bbb6;N/A;"Nike Air Zoom Victory";N/A;N/A;1;10;1;9;0;0
516;0;07e6bc02-cbe5-4f7a-b95d-72c22d0cecc5;N/A;"Nike Tech Fleece Lightweight";N/A;N/A;1;9;0;9;0;0
517;0;a6b1aded-5e5a-335b-82bf-aaf42dbb6f98;N/A;"Nike Dri-FIT Flex Rep Pro Collection";N/A;N/A;1;2;0;2;0;0
518;0;07f3e946-e5ad-4f4c-8b0b-76e5bbfe65c9;N/A;"Nike Club Fleece";N/A;N/A;1;0;0;0;0;1
519;0;a4adb1d7-8abb-4223-b86f-23a29ee1bda0;N/A;"Jordan Sport Dri-FIT";N/A;N/A;1;3;0;3;0;0
520;0;c6493ffb-bc6d-4af1-98be-a8e191aa1fca;N/A;"Nike Dri-FIT Club";N/A;N/A;1;7;0;7;0;0
521;0;a7248a09-bd14-492f-a98d-1667469b10ee;N/A;"Team 31";N/A;N/A;1;6;0;6;0;0
522;0;08395a4f-19e3-4c8e-882e-c087374cd15c;N/A;"NikeCourt Dri-FIT";N/A;N/A;1;8;0;8;0;0
523;0;0845149a-3aa6-46f4-9d24-2367b5364ec9;N/A;"NikeCourt Dri-FIT ADV Slam";N/A;N/A;1;1;0;1;0;0
524;0;085e7edc-1b79-4558-a799-a3f645afef3c;N/A;"Nike Go FlyEase";N/A;N/A;1;8;0;8;0;0
525;0;087350df-ca63-4942-a2f8-e6475f350738;N/A;"Nike Sportswear";N/A;N/A;1;1;0;1;0;0
526;0;087a33c6-db6a-47c2-9093-17296b3ecb6e;N/A;"Nike Life";N/A;N/A;1;6;0;6;0;0
527;0;08b22553-57fc-469d-8951-707e4e1d0a21;N/A;"Nike Air Max 95 By Sean Cosgrove";N/A;N/A;1;8;0;8;0;0
528;0;08b6d422-cd52-49a7-841c-bd9e97a1758c;N/A;"Miami Heat City Edition";N/A;N/A;1;8;0;8;0;0
529;0;08bbbf02-3738-4d79-9d3d-f5019ef0edc4;N/A;"LaMelo Ball Charlotte Hornets 2023/24";N/A;N/A;1;6;0;6;0;0
530;0;08e6a493-26a7-395d-bdc1-49a3e83f75c9;N/A;"Nike Everyday Cushioned";N/A;N/A;1;0;0;0;0;1
531;0;213bd06b-bdc4-4631-88e5-d97a008ebc4c;N/A;"Nike Sportswear Tech Pack";N/A;N/A;1;8;0;8;0;0
532;0;08eb72e5-adea-417c-9b88-0e34eaf5e5b8;N/A;"Nike Superfly 9 Elite Mercurial Dream Speed";N/A;N/A;1;5;0;5;0;0
533;0;b06da3b4-7f33-4026-bf3f-8508f6908b53;N/A;"Nike Dri-FIT ADV AeroSwift";N/A;N/A;1;0;0;0;0;1
534;0;08fe791c-4489-3bf9-b4d9-36677dbb13dd;N/A;"Nike React Live";N/A;N/A;1;5;0;5;0;0
535;0;090047bd-3bdd-4ec5-80d1-b80da358973d;N/A;"NikeCourt Dri-FIT";N/A;N/A;1;8;0;8;0;0
536;0;09063e02-d605-4e21-9b07-d8309fda20c5;N/A;"Nike Essential";N/A;N/A;1;6;0;6;0;0
537;0;a4f9035c-9778-4010-8baf-50be070b5b7f;N/A;"Jordan Dri-FIT Sport";N/A;N/A;1;1;0;1;0;0
538;0;095ab32d-2c03-3a41-86cb-461c688f6827;N/A;"Spain Nike (Road) Limited";N/A;N/A;1;10;0;10;0;0
539;0;f606d2b8-4982-3ae2-84b0-2a861bcb8067;N/A;"Jordan Flight";N/A;N/A;1;4;0;4;0;0
540;0;098d4637-e063-4945-baf2-0952b5ae91c7;N/A;"Jordan Flight MVP";N/A;N/A;1;6;0;6;0;0
541;0;09937ff5-050f-4e22-9a10-1f92db2a297b;N/A;"Golden State Warriors Showtime City Edition";N/A;N/A;1;8;0;8;0;0
542;0;0997d66b-7f8b-43b2-a3d6-ebec9e451442;N/A;"Nike Apex";N/A;N/A;1;6;0;6;0;0
543;0;8f0ae3d1-c11f-315b-9c83-e525bc85b3b2;N/A;"Nike Wearallday";N/A;N/A;1;1;0;1;0;0
544;0;09b8e87d-e9e7-4f95-949d-405607760ec7;N/A;"Nike G.T. Hustle 2";N/A;N/A;1;6;0;6;0;0
545;0;7a00bcf1-988b-4bd9-97b5-17ca973324cd;N/A;"Nike V2K Run";N/A;N/A;1;10;0;10;0;0
546;0;09f7652c-6284-46eb-a240-b5c929f38eed;N/A;"Nike Totality";N/A;N/A;1;5;0;5;0;0
547;0;09f963ff-efea-44e6-b481-456a6207f577;N/A;"Holandia Match 2022/23 (wersja domowa)";N/A;N/A;1;6;0;6;0;0
548;0;0a0ccf0c-79dc-449f-97ba-95201f8eb428;N/A;"Nike Air Penny 2";N/A;N/A;1;8;0;8;0;0
549;0;5822187f-35ba-4063-90a0-4a70afc562ed;N/A;"Nike Gripknit Phantom GX Elite FG By You";N/A;N/A;1;9;0;9;0;0
550;0;ce860fff-4caa-43bf-b775-1533a38a2957;N/A;"Nike Dunk Low Unlocked By You";N/A;N/A;1;3;0;3;0;0
551;52;0a3f8261-0ceb-4c4c-a6e3-0465280e1169;N/A;"Nike Form";"Rozmiar - S";N/A;1;10;0;10;N/A;0
551;53;0a3f8261-0ceb-4c4c-a6e3-0465280e1169;N/A;"Nike Form";"Rozmiar - M";N/A;1;10;0;10;N/A;0
551;54;0a3f8261-0ceb-4c4c-a6e3-0465280e1169;N/A;"Nike Form";"Rozmiar - L";N/A;1;10;0;10;N/A;0
551;55;0a3f8261-0ceb-4c4c-a6e3-0465280e1169;N/A;"Nike Form";"Rozmiar - XL";N/A;1;10;0;10;N/A;0
552;0;946066ac-4824-4a03-870e-6df0dde17b82;N/A;"Nike Solo Swoosh";N/A;N/A;1;6;0;6;0;0
553;0;a6f8424d-f9bc-4a90-8fd4-5684b18c71ea;N/A;"Nike Dri-FIT Fly";N/A;N/A;1;8;0;8;0;0
554;0;91f468c3-7bbd-492f-85f8-5d08a2843d57;N/A;"Jordan Flight Heritage";N/A;N/A;1;0;0;0;0;1
555;0;2c331569-dbc3-321f-b6ae-736cc0cd81b9;N/A;"Jordan Jumpman";N/A;N/A;1;9;0;9;0;0
556;0;0a75bd2f-fb08-41ac-a8e0-9156538bd1c0;N/A;"Jordan Dri-FIT Sport";N/A;N/A;1;10;0;10;0;0
557;0;b9577175-a5f7-4b77-a138-472028a0a038;N/A;"Nike Air Zoom Victory Tour 3 NRG";N/A;N/A;1;10;0;10;0;0
558;0;0a7b7275-cdbe-4581-bdcd-7c70b300cec0;N/A;"Galatasaray Academy Pro";N/A;N/A;1;8;0;8;0;0
559;0;0a812d48-8a31-4d61-87e2-46319aa6244c;N/A;"Paris Saint-Germain Match 2023/24 (wersja trzecia)";N/A;N/A;1;0;0;0;0;1
560;0;2b5c10b6-d420-3619-bc67-abc141e38361;N/A;"Nike Air Presto";N/A;N/A;1;10;0;10;0;0
561;0;0a93bd4f-7d96-48be-8727-85484af9fa70;N/A;"Barcelona Stadium 2022/23 (wersja czwarta)";N/A;N/A;1;7;0;7;0;0
562;0;0aa4d99d-3d6b-495e-af73-42ab1df9b3ab;N/A;"Magic Ember do koperty 45 mm";N/A;N/A;1;5;0;5;0;0
563;0;0aa95c65-02b6-4810-ac00-b20589968dde;N/A;"Air Jordan 1 Low FlyEase";N/A;N/A;1;4;0;4;0;0
564;0;0ab33ece-b2b3-4385-85cf-d532184287de;N/A;"FFF Match 2022/23 (wersja wyjazdowa)";N/A;N/A;1;3;0;3;0;0
565;0;0ac2dfe1-ca86-4266-80f5-a2c7739a1932;N/A;"Nike ACG";N/A;N/A;1;9;0;9;0;0
566;0;cdbab1da-9752-49e0-a332-0f4eaf84d51f;N/A;"Nike Tiempo Legend 10 Pro";N/A;N/A;1;7;0;7;0;0
567;0;0ad1d005-3fde-4469-8b60-046fa6420188;N/A;"Team 31 Standard Issue";N/A;N/A;1;9;0;9;0;0
568;0;0ada36fb-cfab-451e-a0e3-110accf0f9ad;N/A;"Nike Dri-FIT ADV ACG „Goat Rocks”";N/A;N/A;1;0;0;0;0;1
569;0;0ff0d4ee-be3a-41ec-8201-ea4da8707e6a;N/A;"Jordan Dri-FIT Sport";N/A;N/A;1;5;0;5;0;0
570;0;19d84fb7-3b43-434e-965a-4b1164743077;N/A;"Nike Metcon 9 By You";N/A;N/A;1;2;0;2;0;0
571;0;ef1ef0f6-26a9-4ae7-a6c1-721135512b16;N/A;"Nike SB Kearny";N/A;N/A;1;9;0;9;0;0
572;0;0b0ccc6f-8f95-48fc-a72b-3c2ee64f6ac9;N/A;"Nike Air";N/A;N/A;1;6;0;6;0;0
573;0;6133abeb-4b73-40f1-8681-edb0edf55c9a;N/A;"Nike Sportswear Solo Swoosh";N/A;N/A;1;2;0;2;0;0
574;0;0b162434-2aee-4b32-946b-f9b3efceffb7;N/A;"Boston Celtics Showtime City Edition";N/A;N/A;1;4;0;4;0;0
575;0;0b189213-a199-4322-87df-8ca5ffb52435;N/A;"Życie w stylu Nike";N/A;N/A;1;1;0;1;0;0
576;0;e0e9c333-9589-4f0e-9a4d-75fff8e7875f;N/A;"NikeCourt Dri-FIT Slam";N/A;N/A;1;6;0;6;0;0
577;0;0b259614-a1ff-4127-94d1-525880f49bc0;N/A;NOCTA;N/A;N/A;1;4;0;4;0;0
578;0;b7237443-34d8-4702-8c6a-057fa2701a51;N/A;"Air Jordan Wordmark";N/A;N/A;1;1;0;1;0;0
579;0;542a0862-756b-4858-aa72-20714f1e18fc;N/A;"Nike Academy";N/A;N/A;1;2;0;2;0;0
580;0;0b395bbd-5d75-46d1-ae42-7f61cf915241;N/A;"Nike Dri-FIT";N/A;N/A;1;6;0;6;0;0
581;0;1566a244-d38f-49d8-b4ec-e279683d900c;N/A;"Nike Sportswear Dri-FIT Everyday Essential";N/A;N/A;1;6;0;6;0;0
582;0;2f22ff42-0155-427f-9f1c-174060885917;N/A;"Jordan Essentials";N/A;N/A;1;5;0;5;0;0
583;0;10bd7f98-35fb-4c96-abba-8a8c844b8191;N/A;"Nike Forward Shorts";N/A;N/A;1;2;0;2;0;0
584;0;0b515a23-2dad-4d2a-a39c-e6b3f8c16565;N/A;"Nike Pro Dri-FIT";N/A;N/A;1;2;0;2;0;0
585;0;9ad1cd10-5b6c-4eb6-8ad7-4d89d7116e11;N/A;"Nike Sportswear";N/A;N/A;1;8;0;8;0;0
586;0;0b6108b6-5456-41d2-901b-2743563fb704;N/A;"NikeCourt Air Zoom Lite 3";N/A;N/A;1;1;0;1;0;0
587;0;0b6b8007-c10c-4e6e-9af0-9f58aeca9f5e;N/A;"Chorwacja Strike";N/A;N/A;1;0;0;0;0;1
588;0;0b79eecc-86c9-4b99-8f23-510a115af9df;N/A;Nike;N/A;N/A;1;0;0;0;0;1
589;0;0bc358b4-1816-434c-9003-3b2bc672b53e;N/A;"Nike Logo Jackknife";N/A;N/A;1;8;0;8;0;0
590;0;d0bbb12b-0ff6-4f25-ba9b-08e8b7f3692f;N/A;"Jordan Dri-FIT ADV Sport";N/A;N/A;1;3;0;3;0;0
591;0;0be2326a-a753-40f6-a8ef-641bb55867ff;N/A;"Nike Blazer Mid '77";N/A;N/A;1;9;0;9;0;0
592;0;0befcb41-f75d-48b0-ab69-8e75cb0a0ebc;N/A;NOCTA;N/A;N/A;1;8;0;8;0;0
593;0;0bf0c328-7375-4d2f-b5c4-001013d82fa9;N/A;"Nike Air VaporMax 2023 Flyknit";N/A;N/A;1;4;0;4;0;0
594;0;9566c518-019c-41f8-8bc6-c877b1538436;N/A;"Jordan Essentials";N/A;N/A;1;9;0;9;0;0
595;0;0c006636-b3f0-4f81-a1f3-d138d344ed81;N/A;"Jordan ADG 4";N/A;N/A;1;4;0;4;0;0
596;0;0c0563f1-38e2-4826-a432-e94581556587;N/A;"Nike Air Alpha Force 88";N/A;N/A;1;5;0;5;0;0
597;0;82ce02cf-3666-4acb-a062-536bb7b17fd7;N/A;"Nike Pro Dri-FIT Flex Vent Max";N/A;N/A;1;3;0;3;0;0
598;0;0c43470a-4b49-421c-a050-1c87a47e65de;N/A;"Nike Everyday Essential";N/A;N/A;1;8;0;8;0;0
599;0;0c640dc1-8242-4708-a871-935707c5c815;N/A;"Nike Air Zoom Generation";N/A;N/A;1;1;0;1;0;0
600;0;0c6c745b-8a27-4779-9cea-2844d12ae17b;N/A;"Nike Brasilia";N/A;N/A;1;7;0;7;0;0
601;0;0c765a8e-2031-494b-b538-b06d57c1125d;N/A;"Jordan Dri-FIT Sport";N/A;N/A;1;3;0;3;0;0
602;0;0c7c375e-699c-4bea-9f33-f92f3e682538;N/A;"Nike Academy";N/A;N/A;1;7;0;7;0;0
603;0;5de9f161-9faa-4a7b-b0fa-5b33d04ca74d;N/A;"Nike Sportswear Tech Fleece";N/A;N/A;1;4;0;4;0;0
604;0;0ca4ff3c-8b43-4deb-bcd7-504a80d069f1;N/A;"Nike Air Flight 89";N/A;N/A;1;1;0;1;0;0
605;0;0ca7b05e-51d8-4f24-908c-a17a766687ba;N/A;"Sabrina 1 By You";N/A;N/A;1;0;0;0;0;1
606;0;ae210bbb-a5ab-4f3c-8e58-8803397a9599;N/A;"Nike Sportswear Tech Fleece Reimagined";N/A;N/A;1;9;0;9;0;0
607;0;0cb20614-0764-476c-8230-43ac19b53e1d;N/A;"NikeCourt Zoom Vapor Cage 4 Rafa";N/A;N/A;1;3;0;3;0;0
608;0;adcd1d36-761e-441a-92b0-c17165cc71f6;N/A;"Nike ACG Moc";N/A;N/A;1;0;0;0;0;1
609;0;0cd18941-526c-406e-8492-f7fdc3a652c4;N/A;"Jordan Dri-FIT Sport";N/A;N/A;1;9;0;9;0;0
610;0;0cd64e6f-55cc-482c-bded-02448095891d;N/A;"Nike Tiempo Legend 10 Pro";N/A;N/A;1;5;0;5;0;0
611;0;0d285024-d297-4f40-946b-30ae8200c300;N/A;"Phoenix Suns Showtime City Edition";N/A;N/A;1;1;0;1;0;0
612;0;0d29a51f-3e57-472a-8fdd-2912475fd667;N/A;"Jordan Essentials";N/A;N/A;1;7;0;7;0;0
613;0;9d93c4f5-a097-4a30-be75-e012e09ef632;N/A;"Nike Primary";N/A;N/A;1;6;0;6;0;0
614;0;0d4f1340-b78e-33ac-b009-c2e34fa592af;N/A;"Nike Elite Tournament 8P";N/A;N/A;1;10;0;10;0;0
615;0;aff9cad1-6d0f-4633-9734-689c6ae5d1d9;N/A;"Nike Sportswear Club Fleece";N/A;N/A;1;5;0;5;0;0
616;0;8a4452c2-08ef-438a-a84a-20d2b46beae9;N/A;"Nike Pegasus Trail 4 GORE-TEX By You";N/A;N/A;1;6;0;6;0;0
617;0;0d68dd2f-e0bf-4e5e-83d7-243e6788f01c;N/A;"Boston Celtics";N/A;N/A;1;7;0;7;0;0
618;0;0d6e433a-f4cc-4eb5-a58b-cea4e03c0e01;N/A;"Nike Dri-FIT ADV AeroSwift";N/A;N/A;1;1;0;1;0;0
619;0;fe23a93e-4ce9-4142-b5c5-cb7c2b8f4a26;N/A;Nike;N/A;N/A;1;2;0;2;0;0
620;0;5ba47700-0abe-46bc-a2e2-3ee5660698ec;N/A;"NikeCourt Dri-FIT Advantage";N/A;N/A;1;3;0;3;0;0
621;0;0d92ad83-3ef4-4e4b-857b-45b2d87ed9f8;N/A;"Tottenham Hotspur Stadium 2023/24 (wersja domowa)";N/A;N/A;1;5;0;5;0;0
622;0;1de7915f-8ca3-40b3-80ff-e2e8d89a217d;N/A;"Nike Club";N/A;N/A;1;10;0;10;0;0
623;0;0db97344-5ed9-4a2a-b053-904612cfb0c5;N/A;"Nike Dri-FIT Strike";N/A;N/A;1;1;0;1;0;0
624;0;0dbb3e9b-4197-4e92-9350-796844787d36;N/A;"Tottenham Hotspur Academy Pro (wersja trzecia)";N/A;N/A;1;4;0;4;0;0
625;0;0dcd57b7-36de-415f-85a9-8906764b404c;N/A;"Nike Pegasus Trail 4 GORE-TEX";N/A;N/A;1;9;0;9;0;0
626;0;dc973a65-2107-41b0-a6fe-5887d70c3ee9;N/A;"Paris Saint-Germain Strike";N/A;N/A;1;7;0;7;0;0
627;0;0ddacc83-b3ce-41d1-bd4b-b2dd58f1e8e5;N/A;"Paris Saint-Germain Stadium 2023/24 (wersja domowa/wyjazdowa)";N/A;N/A;1;10;0;10;0;0
628;0;0de494b2-93e0-4af7-8e3a-46cce68d3091;N/A;NikeCourt;N/A;N/A;1;2;0;2;0;0
629;0;0df0232e-5dfa-4f3b-a666-640a996d9741;N/A;"FC Barcelona Tech Fleece Windrunner (wersja trzecia)";N/A;N/A;1;2;0;2;0;0
630;0;0e4246f7-7bf9-4c97-9adc-71856890bd00;N/A;"Nike Rival Sprint";N/A;N/A;1;7;0;7;0;0
631;0;0e42f792-543c-3262-9da5-966fb4d7f817;N/A;"Nike Sportswear Club";N/A;N/A;1;10;0;10;0;0
632;0;0e6fa37f-0497-47d0-8131-5a1c6bed3724;N/A;NikeCourt;N/A;N/A;1;1;0;1;0;0
633;0;0e7c8743-1b7c-428f-9622-f1ffab2cfc62;N/A;"Jordan Championship 8P";N/A;N/A;1;6;0;6;0;0
634;0;0e89b79e-deac-4a3f-ae98-b376bd38df5c;N/A;"Nike Solo Swoosh";N/A;N/A;1;2;0;2;0;0
635;0;bba07a25-b176-4a10-b6b1-0ef9114624ef;N/A;"Nike Academy";N/A;N/A;1;9;0;9;0;0
636;0;0e963209-bd2c-3ffe-ab3e-e82572636850;N/A;"Nike Vapor Drive";N/A;N/A;1;9;0;9;0;0
637;0;5f428219-e97a-40a3-b07d-4852449af4bb;N/A;"Nike Ready";N/A;N/A;1;0;0;0;0;1
638;0;2aa92785-590c-4653-b47e-7e7db19aa21f;N/A;Jordan;N/A;N/A;1;4;0;4;0;0
639;0;0ee0df3c-7151-3b73-b470-16da6b73e968;N/A;"Golden State Warriors Icon Edition";N/A;N/A;1;9;0;9;0;0
640;0;0f0d40e9-8f82-4a76-9dc1-e14482d61f2a;N/A;"Nike Free RN By You";N/A;N/A;1;1;0;1;0;0
641;0;2a0acccd-07cd-4d4e-b467-050d74143708;N/A;"Nike SB";N/A;N/A;1;9;0;9;0;0
642;0;0f27fc1e-b5f2-42c2-8160-6d30783e154d;N/A;"Nike Brasilia";N/A;N/A;1;7;0;7;0;0
643;0;0f2c9617-9438-4e34-bd18-737c70df9844;N/A;"Eintracht Frankfurt Stadium 2023/24 (wersja domowa)";N/A;N/A;1;10;0;10;0;0
644;0;0f2c9b78-e089-4093-b4f9-b3e791d891fd;N/A;"Nike SB Kearny";N/A;N/A;1;5;0;5;0;0
645;0;0f300b03-9232-4dee-948d-9c096a769220;N/A;"Nike Sportswear";N/A;N/A;1;2;0;2;0;0
646;0;0f3c5a89-4d8b-47bc-abe9-ce8151593a06;N/A;"Nike Sportswear Therma-FIT Tech Pack";N/A;N/A;1;3;0;3;0;0
647;0;0f5aef50-e4f0-4ac4-b79d-c03d843d5ed7;N/A;"Jordan x Eastside Golf";N/A;N/A;1;10;0;10;0;0
648;0;0f6418ae-9c45-4a15-98ba-c81a2d18546c;N/A;"Ja 1 „Guava Ice”";N/A;N/A;1;7;0;7;0;0
649;0;41cc9c52-6c0f-41ab-a18e-abbe5a897575;N/A;"Nike Dri-FIT Tour";N/A;N/A;1;0;0;0;0;1
650;0;2f677b24-f798-42fe-bb5c-310a3b86f9bc;N/A;"Nike Pegasus 40 By You";N/A;N/A;1;9;0;9;0;0
651;0;0f7ef2e5-a094-4f87-915e-9b069f328f56;N/A;"Paris Saint-Germain Strike (wersja trzecia)";N/A;N/A;1;4;0;4;0;0
652;0;0f9da282-f7fa-44a2-97e1-9183e46c7abe;N/A;"NOCTA x Nike Hot Step Air Terra";N/A;N/A;1;7;0;7;0;0
653;0;0faefd0f-e81d-4325-9ba1-3563a8219c6d;N/A;"Air Jordan 5 x DJ Khaled";N/A;N/A;1;1;0;1;0;0
654;0;f80c4e30-ed5f-45c6-84f1-dcc474e82088;N/A;"Nike Air";N/A;N/A;1;0;0;0;0;1
655;0;5758488a-2e99-45ef-b834-ba2529c5a4de;N/A;"Nike Air Max Solo";N/A;N/A;1;4;0;4;0;0
656;0;cac03057-af85-44c9-b932-f30043d6a929;N/A;"Nike Mercurial Superfly 9 Elite";N/A;N/A;1;0;0;0;0;1
657;0;0fe56fd5-cb41-46ad-a27c-2319d62e1f45;N/A;"Jordan Flight MVP";N/A;N/A;1;7;0;7;0;0
658;0;0fe7916e-3a82-4c6e-8ffe-4eb5c6488061;N/A;"Jordan Wordmark";N/A;N/A;1;3;0;3;0;0
659;0;1010f15e-347f-4e75-a7d4-891f02828938;N/A;"Nike Sportswear Repeat";N/A;N/A;1;9;0;9;0;0
660;0;1026b6d0-e693-41d0-b63c-979499159e23;N/A;"Jordan Essentials";N/A;N/A;1;1;0;1;0;0
661;0;10358787-106e-471e-8b5c-54b0549da74a;N/A;"FC Barcelona Strike Elite";N/A;N/A;1;9;0;9;0;0
662;0;a3c38adf-310f-3d7a-9d6f-e3ed6e1ae2b6;N/A;"Nike Air Max SC";N/A;N/A;1;6;0;6;0;0
663;0;ad09853e-0a14-42f0-8293-65e03c6f99be;N/A;"NikeCourt Dri-FIT Advantage";N/A;N/A;1;6;0;6;0;0
664;0;1072be2b-6958-4e4a-bd5c-a163973c9b1e;N/A;"Jordan Pro Jumpman";N/A;N/A;1;5;0;5;0;0
665;0;1089585b-2fea-41f7-a7db-bd51d2725068;N/A;"Nike Sportswear";N/A;N/A;1;2;0;2;0;0
666;0;10bacf4e-88e2-4f22-82c5-5fde3f74ae6b;N/A;"Golden State Warriors Association Edition 2022/23";N/A;N/A;1;10;0;10;0;0
667;0;10c3aa90-f549-3ddc-b6dc-80d1d35a1b51;N/A;"Nike Dri-FIT „HWPO”";N/A;N/A;1;4;0;4;0;0
668;0;10d1813b-295c-422f-a166-243333ec841e;N/A;"Jordan Dri-FIT Sport";N/A;N/A;1;10;0;10;0;0
669;0;10fe1b86-10ad-4ad3-9f56-90914f766f13;N/A;"Jordan Flight Fleece";N/A;N/A;1;9;0;9;0;0
670;0;2d73fc2c-115c-4299-b706-8c8801bce843;N/A;"Jordan Brand";N/A;N/A;1;2;0;2;0;0
671;0;1112a7e1-8906-4e36-bf82-6a8c55ea51c4;N/A;"NikeCourt Air Zoom Vapor 9.5 Tour Leather";N/A;N/A;1;2;0;2;0;0
672;0;6c900976-a971-4404-a656-cbdf9f9d7c24;N/A;"Jordan Sport Jam";N/A;N/A;1;9;0;9;0;0
673;0;606a8c04-f54a-4252-a8cb-81fb0f11e6d0;N/A;"Nike Academy";N/A;N/A;1;9;0;9;0;0
674;0;115fcce1-1e70-3484-bb63-442a279156aa;N/A;"Nike Heritage";N/A;N/A;1;7;0;7;0;0
675;0;1160e7d3-e3d7-3eda-89ec-d5d934e6ff5c;N/A;"Nike Guard Stay 2";N/A;N/A;1;3;0;3;0;0
676;0;1162b180-6570-40e0-8b23-3c59ba596541;N/A;"Nike Phantom GX Club";N/A;N/A;1;8;0;8;0;0
677;0;116a56e1-38d7-3c30-ad5b-21e324f880f4;N/A;"Nike Challenger";N/A;N/A;1;10;0;10;0;0
678;0;5d7cd7b0-d5fc-40ee-8894-79307dfe8d72;N/A;Nike;N/A;N/A;1;10;0;10;0;0
679;0;1178bfe4-6718-4534-90eb-976380d86dfe;N/A;"Nike Sportswear Windrunner";N/A;N/A;1;4;0;4;0;0
680;0;59e5cfd0-1dbc-3130-92e9-04201f7a5883;N/A;"Nike Spark Lightweight";N/A;N/A;1;6;0;6;0;0
681;0;b1be0f60-ec16-46f5-bc52-c4fe8c13d421;N/A;"Nike Dri-FIT Academy";N/A;N/A;1;2;0;2;0;0
